"Post Title",sell_number,car_number,color,fuel,image,km,price,title,trans,year,auction_name,vin,score,_edit_last,_edit_lock
"[BMW] 5시리즈(6세대) 520d xDrive M 에어로다이나믹 프로",5026,242러4689,,경유,https://img-auction.autobell.co.kr/OBmZCjL58I?src=https%3A%2F%2Fauction.autobell.co.kr%2FFileUpDown%2F1100%2Fcarimg%2F2508%2FA250802698%2FA250802698_02_03.jpg%3F20250828140912&type=m&w=800&h=500&quality=90&ttype=jpg,145518,1390,"[BMW] 5시리즈(6세대) 520d xDrive M 에어로다이나믹 프로",A/T,2016,"현대 경매장",WBA5E7108GG568123,"A / 6"
"[벤츠] E클래스(4세대) E300 엘레강스",5027,27노8857,,휘발유,https://img-auction.autobell.co.kr/OBmZCjL58I?src=https%3A%2F%2Fauction.autobell.co.kr%2FFileUpDown%2F1100%2Fcarimg%2F2508%2FA250801965%2FA250801965_02_03.jpg%3F20250828181346&type=m&w=800&h=500&quality=90&ttype=jpg,194009,490,"[벤츠] E클래스(4세대) E300 엘레강스",A/T,2011,"현대 경매장",WDDHF5DB2BA378558,"A / 4"
"[BMW] 5시리즈(6세대) 523i",5028,07저0734,,휘발유,https://img-auction.autobell.co.kr/OBmZCjL58I?src=https%3A%2F%2Fauction.autobell.co.kr%2FFileUpDown%2F1100%2Fcarimg%2F2508%2FA250802513%2FA250802513_02_03.jpg%3F20250828094946&type=m&w=800&h=500&quality=90&ttype=jpg,134562,465,"[BMW] 5시리즈(6세대) 523i",A/T,2010,"현대 경매장",WBAFP3107AC256350,"F / 1"
"[미니] 컨트리맨 2.0 D SE",5029,197고9702,,경유,https://img-auction.autobell.co.kr/OBmZCjL58I?src=https%3A%2F%2Fauction.autobell.co.kr%2FFileUpDown%2F1100%2Fcarimg%2F2508%2FA250802957%2FA250802957_02_03.jpg%3F20250828143807&type=m&w=800&h=500&quality=90&ttype=jpg,82590,365,"[미니] 컨트리맨 2.0 D SE",A/T,2013,"현대 경매장",WMWXD3108DWP94295,"A / 6"
"[아우디] A6(4세대) 3.0 TDI 콰트로",5030,33무9356,,경유,https://img-auction.autobell.co.kr/OBmZCjL58I?src=https%3A%2F%2Fauction.autobell.co.kr%2FFileUpDown%2F1100%2Fcarimg%2F2508%2FA250802956%2FA250802956_02_03.jpg%3F20250827160035&type=m&w=800&h=500&quality=90&ttype=jpg,154516,585,"[아우디] A6(4세대) 3.0 TDI 콰트로",A/T,2014,"현대 경매장",WAUZZZ4G0EN147922,"A / 6"
"[미니] 컨트리맨 2.0 D",5031,195무2342,,경유,https://img-auction.autobell.co.kr/OBmZCjL58I?src=https%3A%2F%2Fauction.autobell.co.kr%2FFileUpDown%2F1100%2Fcarimg%2F2508%2FA250802952%2FA250802952_02_03.jpg%3F20250827160307&type=m&w=800&h=500&quality=90&ttype=jpg,106707,450,"[미니] 컨트리맨 2.0 D",A/T,2015,"현대 경매장",WMWXD3107FWS98665,"A / 7"
"[폭스바겐] 더 뉴파사트(7세대) 2.0 TDI",5032,11주2293,,경유,https://img-auction.autobell.co.kr/OBmZCjL58I?src=https%3A%2F%2Fauction.autobell.co.kr%2FFileUpDown%2F1100%2Fcarimg%2F2508%2FA250802947%2FA250802947_02_03.jpg%3F20250827164429&type=m&w=800&h=500&quality=90&ttype=jpg,146330,580,"[폭스바겐] 더 뉴파사트(7세대) 2.0 TDI",A/T,2015,"현대 경매장",1VWZZZA3ZFC091255,"A / 5"
"[벤츠] C클래스(4세대) C220 CDI 블루텍 익스클루시브",5033,12노9172,,경유,https://img-auction.autobell.co.kr/OBmZCjL58I?src=https%3A%2F%2Fauction.autobell.co.kr%2FFileUpDown%2F1100%2Fcarimg%2F2508%2FA250802820%2FA250802820_02_03.jpg%3F20250901140517&type=m&w=800&h=500&quality=90&ttype=jpg,226202,880,"[벤츠] C클래스(4세대) C220 CDI 블루텍 익스클루시브",A/T,2015,"현대 경매장",WDDWF0EB0FF049004,"A / 5"
"[푸조] 308(2세대) SW 2.0 BlueHDi 악티브",5034,47라9934,,경유,https://img-auction.autobell.co.kr/OBmZCjL58I?src=https%3A%2F%2Fauction.autobell.co.kr%2FFileUpDown%2F1100%2Fcarimg%2F2508%2FA250803086%2FA250803086_02_03.jpg%3F20250901131009&type=m&w=800&h=500&quality=90&ttype=jpg,180571,285,"[푸조] 308(2세대) SW 2.0 BlueHDi 악티브",A/T,2015,"현대 경매장",VF3LJAHXWFS004274,"A / 3"
"[BMW] 5시리즈(6세대) 528i",5035,17주9076,,휘발유,https://img-auction.autobell.co.kr/OBmZCjL58I?src=https%3A%2F%2Fauction.autobell.co.kr%2FFileUpDown%2F1100%2Fcarimg%2F2508%2FA250802832%2FA250802832_02_03.jpg%3F20250901105649&type=m&w=800&h=500&quality=90&ttype=jpg,145357,615,"[BMW] 5시리즈(6세대) 528i",A/T,2011,"현대 경매장",WBAFR1108BC571156,"A / 4"
"[벤츠] E클래스(5세대) E300 아방가르드",5036,08도2191,,휘발유,https://img-auction.autobell.co.kr/OBmZCjL58I?src=https%3A%2F%2Fauction.autobell.co.kr%2FFileUpDown%2F1100%2Fcarimg%2F2508%2FA250802824%2FA250802824_02_03.jpg%3F20250901125815&type=m&w=800&h=500&quality=90&ttype=jpg,70718,2010,"[벤츠] E클래스(5세대) E300 아방가르드",A/T,2018,"현대 경매장",WDDZF4JB1JA338599,"A / 4"
"[푸조] 2008 1.6 BlueHDi 알뤼르 그립컨트롤",5037,15로9035,,경유,https://img-auction.autobell.co.kr/OBmZCjL58I?src=https%3A%2F%2Fauction.autobell.co.kr%2FFileUpDown%2F1100%2Fcarimg%2F2508%2FA250802914%2FA250802914_02_03.jpg%3F20250901133818&type=m&w=800&h=500&quality=90&ttype=jpg,63175,580,"[푸조] 2008 1.6 BlueHDi 알뤼르 그립컨트롤",A/T,2018,"현대 경매장",VF3CUBHYMJY002169,"A / 6"
"[벤츠] CLS클래스(3세대) CLS 300d AMG 라인",5038,136가1033,,경유,https://img-auction.autobell.co.kr/OBmZCjL58I?src=https%3A%2F%2Fauction.autobell.co.kr%2FFileUpDown%2F1100%2Fcarimg%2F2508%2FA250802993%2FA250802993_02_03.jpg%3F20250901133914&type=m&w=800&h=500&quality=90&ttype=jpg,64180,3600,"[벤츠] CLS클래스(3세대) CLS 300d AMG 라인",A/T,2020,"현대 경매장",W1K2J1JB6LA078587,"A / 5"
"[시트로엥] C4 칵투스 1.6 BlueHDi 샤인",5039,55가3092,,경유,https://img-auction.autobell.co.kr/OBmZCjL58I?src=https%3A%2F%2Fauction.autobell.co.kr%2FFileUpDown%2F1100%2Fcarimg%2F2508%2FA250802920%2FA250802920_02_03.jpg%3F20250829133012&type=m&w=800&h=500&quality=90&ttype=jpg,91097,515,"[시트로엥] C4 칵투스 1.6 BlueHDi 샤인",A/T,2017,"현대 경매장",VF70BBHYHHE501588,"A / 6"
"[BMW] 5시리즈(7세대) 520i 럭셔리",5040,125호7287,,휘발유,https://img-auction.autobell.co.kr/OBmZCjL58I?src=https%3A%2F%2Fauction.autobell.co.kr%2FFileUpDown%2F1100%2Fcarimg%2F2509%2FA250900085%2FA250900085_02_03.jpg%3F20250901145040&type=m&w=800&h=500&quality=90&ttype=jpg,43260,3600,"[BMW] 5시리즈(7세대) 520i 럭셔리",A/T,2023,"현대 경매장",WBA11BH09PCL58799,"A / 7"
"[미니] 쿠퍼(1세대) 1.6 S",5041,04도9001,,휘발유,https://img-auction.autobell.co.kr/OBmZCjL58I?src=https%3A%2F%2Fauction.autobell.co.kr%2FFileUpDown%2F1100%2Fcarimg%2F2508%2FA250802984%2FA250802984_02_03.jpg%3F20250901144508&type=m&w=800&h=500&quality=90&ttype=jpg,149550,260,"[미니] 쿠퍼(1세대) 1.6 S",A/T,2006,"현대 경매장",WMWRE31006TE97194,"A / 5"
"[기아] 더 뉴쏘렌토 디젤 R2.0 2WD 럭셔리",4207,60부4626,,경유,https://img-auction.autobell.co.kr/OBmZCjL58I?src=https%3A%2F%2Fauction.autobell.co.kr%2FFileUpDown%2F1100%2Fcarimg%2F2508%2FA250802768%2FA250802768_02_03.jpg%3F20250901182253&type=m&w=800&h=500&quality=90&ttype=jpg,80338,1410,"[기아] 더 뉴쏘렌토 디젤 R2.0 2WD 럭셔리",A/T,2020,"현대 경매장",KNAPF81ABLA605061,"A / 6"
"[현대] 싼타페(DM) 디젤 R2.0 4WD 프리미엄",4208,53어3590,,경유,https://img-auction.autobell.co.kr/OBmZCjL58I?src=https%3A%2F%2Fauction.autobell.co.kr%2FFileUpDown%2F1100%2Fcarimg%2F2508%2FA250803101%2FA250803101_02_03.jpg%3F20250901191807&type=m&w=800&h=500&quality=90&ttype=jpg,186409,740,"[현대] 싼타페(DM) 디젤 R2.0 4WD 프리미엄",A/T,2015,"현대 경매장",KMHSW81UDFU364425,"B / 5"
"[기아] 디 올뉴스포티지 하이브리드 1.6 HEV 4WD 30주년 에디션",4209,134더9876,,하이브리드,https://img-auction.autobell.co.kr/OBmZCjL58I?src=https%3A%2F%2Fauction.autobell.co.kr%2FFileUpDown%2F1100%2Fcarimg%2F2508%2FA250803095%2FA250803095_02_03.jpg%3F20250901190610&type=m&w=800&h=500&quality=90&ttype=jpg,6142,3685,"[기아] 디 올뉴스포티지 하이브리드 1.6 HEV 4WD 30주년 에디션",A/T,2024,"현대 경매장",KNAPX81GDRK107515,"A / 9"
"[쉐보레(대우)] 트랙스 1.6 디젤 LT 레더패키지",4210,16루0613,,경유,https://img-auction.autobell.co.kr/OBmZCjL58I?src=https%3A%2F%2Fauction.autobell.co.kr%2FFileUpDown%2F1100%2Fcarimg%2F2508%2FA250803152%2FA250803152_02_03.jpg%3F20250901191339&type=m&w=800&h=500&quality=90&ttype=jpg,237354,255,"[쉐보레(대우)] 트랙스 1.6 디젤 LT 레더패키지",A/T,2016,"현대 경매장",KLABA76CDGB507075,"A / 5"
"[기아] 올 뉴카니발 7인승 리무진 디젤 프레지던트",4211,28노0365,,경유,https://img-auction.autobell.co.kr/OBmZCjL58I?src=https%3A%2F%2Fauction.autobell.co.kr%2FFileUpDown%2F1100%2Fcarimg%2F2509%2FA250900034%2FA250900034_02_03.jpg%3F20250901180050&type=m&w=800&h=500&quality=90&ttype=jpg,70107,870,"[기아] 올 뉴카니발 7인승 리무진 디젤 프레지던트",A/T,2017,"현대 경매장",KNAME81ABHS294103,"F / 1"
"[토요타] 윌 사이파",5001,26오8776,,휘발유,https://img-auction.autobell.co.kr/OBmZCjL58I?src=https%3A%2F%2Fauction.autobell.co.kr%2FFileUpDown%2F1100%2Fcarimg%2F2508%2FA250801592%2FA250801592_02_03.jpg%3F20250818170048&type=m&w=800&h=500&quality=90&ttype=jpg,126139,230,"[토요타] 윌 사이파",A/T,2003,"현대 경매장",KL90B3A9G3Z2EJ012,"A / 1"
"[BMW] 7시리즈(5세대) 760Li",5002,30너8600,,휘발유,https://img-auction.autobell.co.kr/OBmZCjL58I?src=https%3A%2F%2Fauction.autobell.co.kr%2FFileUpDown%2F1100%2Fcarimg%2F2508%2FA250801205%2FA250801205_02_03.jpg%3F20250818160027&type=m&w=800&h=500&quality=90&ttype=jpg,208284,650,"[BMW] 7시리즈(5세대) 760Li",A/T,2010,"현대 경매장",WBAKB010XACY38728,"A / 1"
"[폭스바겐] 더 뉴파사트(7세대) 2.0 TDI",5003,30나6052,,경유,https://img-auction.autobell.co.kr/OBmZCjL58I?src=https%3A%2F%2Fauction.autobell.co.kr%2FFileUpDown%2F1100%2Fcarimg%2F2508%2FA250801136%2FA250801136_02_03.jpg%3F20250808111718&type=m&w=800&h=500&quality=90&ttype=jpg,107009,470,"[폭스바겐] 더 뉴파사트(7세대) 2.0 TDI",A/T,2013,"현대 경매장",1VWZZZA3ZDC022812,"A / 5"
"[랜드로버] 디스커버리 스포츠 2.0 TD4 SE(150PS)",5004,08버2324,,경유,https://img-auction.autobell.co.kr/OBmZCjL58I?src=https%3A%2F%2Fauction.autobell.co.kr%2FFileUpDown%2F1100%2Fcarimg%2F2508%2FA250800684%2FA250800684_02_03.jpg%3F20250811095714&type=m&w=800&h=500&quality=90&ttype=jpg,120315,700,"[랜드로버] 디스커버리 스포츠 2.0 TD4 SE(150PS)",A/T,2017,"현대 경매장",SALCA2BN0HH660575,"A / 6"
"[아우디] A7 3.0 TFSI 콰트로 엔트리",5005,23더4478,,휘발유,https://img-auction.autobell.co.kr/OBmZCjL58I?src=https%3A%2F%2Fauction.autobell.co.kr%2FFileUpDown%2F1100%2Fcarimg%2F2508%2FA250802512%2FA250802512_02_03.jpg%3F20250827165337&type=m&w=800&h=500&quality=90&ttype=jpg,185968,705,"[아우디] A7 3.0 TFSI 콰트로 엔트리",A/T,2013,"현대 경매장",WAUZZZ4G1DN138905,"A / 4"
"[미니] 클럽맨 2.0 D",5006,30부1387,,경유,https://img-auction.autobell.co.kr/OBmZCjL58I?src=https%3A%2F%2Fauction.autobell.co.kr%2FFileUpDown%2F1100%2Fcarimg%2F2508%2FA250801227%2FA250801227_02_03.jpg%3F20250814162354&type=m&w=800&h=500&quality=90&ttype=jpg,129935,480,"[미니] 클럽맨 2.0 D",A/T,2014,"현대 경매장",WMWXE510XET564964,"A / 6"
"[BMW] 5시리즈(6세대) 520d xDrive M 에어로다이나믹",5007,41라0510,,경유,https://img-auction.autobell.co.kr/OBmZCjL58I?src=https%3A%2F%2Fauction.autobell.co.kr%2FFileUpDown%2F1100%2Fcarimg%2F2508%2FA250802001%2FA250802001_02_03.jpg%3F20250825103118&type=m&w=800&h=500&quality=90&ttype=jpg,102068,1030,"[BMW] 5시리즈(6세대) 520d xDrive M 에어로다이나믹",A/T,2016,"현대 경매장",WBA5E710XGG156401,"A / 3"
"[포드] 익스플로러(6세대) 3.0 AWD 플래티넘",5008,247두7024,,휘발유,https://img-auction.autobell.co.kr/OBmZCjL58I?src=https%3A%2F%2Fauction.autobell.co.kr%2FFileUpDown%2F1100%2Fcarimg%2F2508%2FA250802028%2FA250802028_02_03.jpg%3F20250822160539&type=m&w=800&h=500&quality=90&ttype=jpg,129630,2100,"[포드] 익스플로러(6세대) 3.0 AWD 플래티넘",A/T,2021,"현대 경매장",1FM5K8HC3MGA35699,"B / 5"
"[벤츠] GLC클래스 GLC 300 4매틱 쿠페 프리미엄",5009,368고3812,,휘발유,https://img-auction.autobell.co.kr/OBmZCjL58I?src=https%3A%2F%2Fauction.autobell.co.kr%2FFileUpDown%2F1100%2Fcarimg%2F2508%2FA250802029%2FA250802029_02_03.jpg%3F20250822160815&type=m&w=800&h=500&quality=90&ttype=jpg,83572,3300,"[벤츠] GLC클래스 GLC 300 4매틱 쿠페 프리미엄",A/T,2021,"현대 경매장",W1N0J8EB7MF974446,"A / 2"
"[지프] 컴패스(MP) 2.4 AWD 리미티드",5010,137저6959,,휘발유,https://img-auction.autobell.co.kr/OBmZCjL58I?src=https%3A%2F%2Fauction.autobell.co.kr%2FFileUpDown%2F1100%2Fcarimg%2F2508%2FA250802040%2FA250802040_02_03.jpg%3F20250825093307&type=m&w=800&h=500&quality=90&ttype=jpg,100165,1090,"[지프] 컴패스(MP) 2.4 AWD 리미티드",A/T,2020,"현대 경매장",3C4NJDCB2LT173243,"A / 3"
"[BMW] 5시리즈(6세대) 528i",5011,41수8573,,휘발유,https://img-auction.autobell.co.kr/OBmZCjL58I?src=https%3A%2F%2Fauction.autobell.co.kr%2FFileUpDown%2F1100%2Fcarimg%2F2508%2FA250801861%2FA250801861_02_03.jpg%3F20250822140010&type=m&w=800&h=500&quality=90&ttype=jpg,158314,586,"[BMW] 5시리즈(6세대) 528i",A/T,2013,"현대 경매장",WBAXG3104DDW44008,"A / 3"
"[폭스바겐] CC 2.0 TDI 블루모션",5012,30루6397,,경유,https://img-auction.autobell.co.kr/OBmZCjL58I?src=https%3A%2F%2Fauction.autobell.co.kr%2FFileUpDown%2F1100%2Fcarimg%2F2508%2FA250801484%2FA250801484_02_03.jpg%3F20250818140211&type=m&w=800&h=500&quality=90&ttype=jpg,268406,220,"[폭스바겐] CC 2.0 TDI 블루모션",A/T,2013,"현대 경매장",WVWZZZ3CZDE514835,"C / 1"
"[벤츠] EQE EQE 350+",5013,14부2232,,전기,https://img-auction.autobell.co.kr/OBmZCjL58I?src=https%3A%2F%2Fauction.autobell.co.kr%2FFileUpDown%2F1100%2Fcarimg%2F2508%2FA250802718%2FA250802718_02_03.jpg%3F20250828161215&type=m&w=800&h=500&quality=90&ttype=jpg,57434,4830,"[벤츠] EQE EQE 350+",A/T,2023,"현대 경매장",W1KEG2BB8PF017105,"A / 8"
"[닛산] 알티마(5세대) 2.5 SL",5014,04다6844,,휘발유,https://img-auction.autobell.co.kr/OBmZCjL58I?src=https%3A%2F%2Fauction.autobell.co.kr%2FFileUpDown%2F1100%2Fcarimg%2F2508%2FA250802944%2FA250802944_02_03.jpg%3F20250828113452&type=m&w=800&h=500&quality=90&ttype=jpg,207983,435,"[닛산] 알티마(5세대) 2.5 SL",A/T,2016,"현대 경매장",1N4AL3AP3GC102268,"A / 3"
"[랜드로버] 디스커버리 스포츠 2.0 TD4 SE(150PS)",5015,42라9234,,경유,https://img-auction.autobell.co.kr/OBmZCjL58I?src=https%3A%2F%2Fauction.autobell.co.kr%2FFileUpDown%2F1100%2Fcarimg%2F2508%2FA250802863%2FA250802863_02_03.jpg%3F20250829125945&type=m&w=800&h=500&quality=90&ttype=jpg,109625,1115,"[랜드로버] 디스커버리 스포츠 2.0 TD4 SE(150PS)",A/T,2018,"현대 경매장",SALCA2BN6JH741781,"A / 8"
